compactness_C,proximity_P,productivity_R
2.1112757422585893,1.4400655985146587,5.880506282335551
2.120267546953046,1.4337430791522485,5.920280448717949
2.122633305193514,1.3628749868321959,5.387878787878788
2.1244502516086703,1.4216359252945823,5.837993862677407
2.1317580358366373,1.2983952532357237,4.687888888888889
2.1359054681607987,1.2956958711570847,4.665658263305322
2.138847551551287,1.3412895853933704,5.02504347826087
2.1434018966397645,1.3754757350401907,5.548033910533911
2.1434018966397645,1.3823745629362814,5.583748196248196
2.146631695495614,1.305987477765866,4.774159292035399
2.1471448686215697,2.2528124071696696,7.0283218125960065
2.1625780752244204,2.26530529764191,7.029466076203208
2.1691654195061245,1.2835697657656344,4.6045565749235475
2.1821484968503237,1.7019466100974974,6.714045829135343
2.184542975230888,1.3340154685807324,5.061183800623054
2.1905365073830336,1.2740906068206252,4.527327044025157
2.2071639823708535,1.3375302081007463,5.1086394557823125
2.2076839135816373,1.285355329260614,4.672724358974359
2.208580902598301,1.3141104940627077,4.859968253968254
2.2136271272679866,1.2969829908129966,4.704641744548287
2.214194622917489,1.2632596557848552,4.395284780578899
2.214262460686272,1.2607455734892543,4.4148926237161525
2.214262460686272,1.2614495660424383,4.414892623716153
2.214262460686272,1.262236653644725,4.434500466853407
2.214262460686272,1.2632160759811797,4.444304388422035
2.216624285134791,1.3153231546203257,4.9836217948717945
2.216800993065685,1.684274558820633,6.631862745098039
2.2188528163738375,1.2588096828547513,4.4190004714757185
2.2328273967428824,1.2672596541664396,4.453173076923077
2.2436965148076955,2.1133141579153727,7.00409604519774
2.2468933142385237,1.2667105657225934,4.459939683589327
2.2480635711730215,1.357721692988026,5.2641034103410345
2.254229661804506,1.4772438843907412,6.146702927746441
2.2577794252571204,1.4673053223177843,6.0944973764153545
2.258869141547916,1.3245998977275195,5.004175438596491
2.260572006071711,2.170406829119826,7.03375
2.26426620068882,1.313986406994001,4.85019436345967
2.264968034059228,1.486195643562275,6.1931818181818175
2.265181980749767,1.4567512806137086,6.0944973764153545
2.2659069732980144,1.3109516204327838,4.828031418753069
2.2696158030500495,1.3443581834604281,5.246430976430976
2.2806739267807674,1.3087477494281625,4.885680272108844
2.2853506199662577,1.7877279114857652,6.798924731182796
2.2858745042906143,1.558063645707882,6.32275641025641
2.2890225638804957,1.2650862869130857,4.464929480564156
2.292589061204683,1.6420145642065518,6.501825802784881
2.2947085580255195,1.4257855252353988,5.900108225108225
2.2958947109852144,1.3565318842991283,5.26766323024055
2.3019020017810856,1.4245149962491446,5.857444444444444
2.3138680187975558,1.38583735253837,5.622845804988661
2.3151492303251286,1.454426595772743,6.0944646976437635
2.3183853742370215,1.354407507127165,5.30123188405797
2.318669072887808,1.2585794339934426,4.422628784617593
2.3238189720412716,1.2569370788080105,4.400190308885961
2.325387001037251,1.2560453977812283,4.4246820467317365
2.3256861048341704,1.4744801801697989,6.14837962962963
2.32810370243726,1.4686237039754348,6.162414965986395
2.3290198602952605,1.2564550045946634,4.455294291629695
2.329798263333167,1.7770370058475031,6.810808421729347
2.330424192630549,1.3437151159509055,5.18778801843318
2.3360118969662875,1.370203161680954,5.543623188405796
2.3413034399422195,1.77654779258989,6.7952755240027045
2.3437460071985066,1.655521177473667,6.5751411170528815
2.359237979950448,1.5925565458288957,6.468840579710144
2.359340859680955,1.4051456460365392,5.689944607363963
2.3628387705181395,1.367249247722435,5.6037301587301585
2.370358391023457,1.2941697086978279,4.923698945981555
2.3785266369612903,1.281326934823187,4.574486735870819
2.3829276009891514,1.4177820863985118,5.735842985842986
2.386359570965752,2.1224790755291405,7.059210526315789
2.3864448373005738,1.3843140450601343,5.6467596418732775
2.3864730504260674,1.349069253393301,5.2668199233716475
2.3942439265128614,1.3512786517234292,5.422795815295816
2.4268717382982343,1.7420563757496594,6.782861894757903
2.4339060809419117,2.2505228839721814,7.086481481481481
2.433906080941912,2.2420621349172585,7.086481481481481
2.4380438535176068,1.3688427862387123,5.610850743459438
2.438153735533433,1.3378040744674502,5.17733860342556
2.4486651140284317,1.3328591770177582,5.068147769833163
2.453315220343362,2.321862581587149,7.0908585858585855
2.457738151503935,2.3060676872325914,7.1090740740740745
2.4579550382831163,1.532070266914647,6.419975490196078
2.461596453154647,2.565530875412525,7.128508530544854
2.472206782694108,1.4032857839109047,5.719531313131313
2.4731713581067853,2.268647219324328,7.090806451612903
2.474224698127992,2.626992261048444,7.183282828282828
2.474665273684958,2.525450940694866,7.165589743589743
2.4789049236882916,1.4007765332183646,5.688714168714168
2.4789588105828546,1.7821070187660955,6.924970118671561
2.4795523954521945,1.29615677212324,4.924015151515151
2.484449470624253,1.3059431506189416,4.992107279693486
2.484449470624254,1.3103040769656265,5.0265900383141755
2.4859416264537764,2.512367937599575,7.149612794612794
2.4867959858108644,1.4262266516872995,5.936484302862419
2.4898165966417967,1.3323975171112823,5.070936329588015
2.490192585206118,2.2562636151091824,7.0922950819672135
2.494544318566655,1.3276880640183593,5.183295880149813
2.499382218555378,1.283677891751058,4.8742745098039215
2.513550480554761,1.4057556169337524,5.895904761904761
2.5165825808232296,1.3999310400819025,5.70141472868217
2.5193062943082944,2.2558464994750884,7.145344827586207
2.5216111296122166,1.3013459348554959,5.0397647058823525
2.5230452328187583,2.055210044409916,6.9826296296296295
2.52346873625222,1.7796916039201738,6.814408866995073
2.5349041845181874,1.7149742159561345,6.7595340501792105
2.5483966189051674,1.5757580256500572,6.615179211469534
2.5484319108579565,2.1088499938710785,7.047017543859649
2.5503609173506154,2.2827233988513664,7.157976190476191
2.550360917350616,2.116942793299922,7.072730696798494
2.5515856651845037,1.3384007127836577,5.184044943820225
2.5522316777748517,1.661196349586244,6.654960317460317
2.552337553633217,2.2390181157015956,7.0807777777777785
2.5523375536332176,2.0844945630517957,6.986101694915255
2.5584584937890704,1.3280348838119185,5.255720164609054
2.561636703098125,1.9664734982638272,7.000700280112045
2.5621016605713707,2.157650878740942,7.098154425612053
2.5639473149316307,2.155515624527031,7.091011904761905
2.565888228871776,2.2346104891056267,7.138563973063973
2.567829142811921,2.194038413708143,7.1214545454545455
2.574565255898307,1.466611883781384,6.254720113851993
2.575069797810187,1.5736927863889125,6.4811578525641025
2.579709242423579,1.357900413070383,5.502700421940928
2.5824463082481546,1.4432817714228356,5.975177777777778
2.5849561086793558,1.3481088111051658,5.427948717948718
2.590444543363114,1.360782992426668,5.543333333333332
2.593846632057199,1.5551233252829784,6.479553734061931
2.6078400313852734,2.0094526943151383,7.00551494476933
