compactness_score,proximity_score,productivity_score
0.7524772822969563,0.3846153846153846,7.086805555555555
0.7547369738353856,0.3846153846153846,7.071917808219178
0.7662421106316566,0.3846153846153846,7.0608108108108105
0.7664729064481125,0.3846153846153846,7.046666666666667
0.7666982071260805,0.3846153846153846,7.006578947368421
0.76878853456427,0.3846153846153846,6.9868421052631575
0.768986858490636,0.3846153846153847,6.974025974025974
0.7711181967902222,0.3846153846153846,6.946666666666666
0.7734620210965755,0.3846153846153846,6.940789473684211
0.7757018897752574,0.3846153846153846,6.934210526315789
0.775820137014553,0.3846153846153847,6.922077922077922
0.7781926756598575,0.3846153846153847,6.891025641025641
0.7805797697569736,0.3846153846153847,6.879746835443038
0.7806381745283727,0.3846153846153845,6.85625
0.7830109349372735,0.3846153846153846,6.814814814814815
0.7830396103542127,0.3846153846153846,6.780487804878049
0.7853981633974483,0.3846153846153846,6.518072289156627
0.7853981633974484,0.3846153846153846,6.392857142857143
0.7853981633974485,0.3846153846153845,4.989583333333333
